,Index,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount,data_ext_url,small,dataset_URL,data_folder,shortname,dataset_count,max_size,sum_sizes,Percent of Summed File Sizes in Bytes,Percent of Summed Row Counts,Percent of Summed Datapoint Counts
111,288,Data for Software Engineering Teamwork Assessment in Education Setting Data Set,74,Computer,102,6/29/2017,Yes,34643,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['San Francisco State University', 'San Francisco, CA', 'United States', 'USA'], ['Fulda University', 'Fulda', 'Germany', 'DEU']]",2017,17-Jun,3,7548.0,"[['SETAP%20PROCESS%20DATA%20CORRECT%20AS%20FIE2016.7z', '159K'], ['SETAP%20PRODUCT%20DATA%20CORRECT%20AS%20FIE2016.7z', '239K']]",0,Data+for+Software+Engineering+Teamwork+Assessment+in+Education+Setting,/00393/,00393,1,239000,398000,2.308417993303025e-06,2.285293918692059e-07,1.601993795210716e-10
112,162,Dataset for ADL Recognition with Wrist-worn Accelerometer Data Set,0,Computer,3,2/11/2014,No,78994,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2014,14-Feb,6,0.0,"[['ADL_Dataset.zip', '1M']]",0,Dataset+for+ADL+Recognition+with+Wrist-worn+Accelerometer,/00283/,00283,1,1000000,1000000,9.658652691644457e-06,0.0,0.0
113,358,Dataset for Sensorless Drive Diagnosis Data Set,58509,Computer,49,2/24/2015,No,72240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Applied Sciences, Ostwestfalen-Lippe', 'Lemgo', 'Germany', 'DEU']]",2015,15-Feb,5,2866941.0,"[['Sensorless_drive_diagnosis.txt', '24M']]",0,Dataset+for+Sensorless+Drive+Diagnosis,/00325/,00325,1,24000000,24000000,0.00023180766459946696,0.00018068954309291037,6.084819413401172e-08
114,353,DBWorld e-mails Data Set,64,Computer,4702,11/6/2011,No,58279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Manchester', 'Manchester', 'United Kingdom', 'GBR']]",2011,11-Nov,9,300928.0,"[['dbworld.zip', '152K']]",0,DBWorld+e-mails,/00219/,00219,1,152000,152000,1.4681152091299573e-06,1.9764704161661048e-07,6.386920890370566e-09
115,229,Deepfakes: Medical Image Tamper Detection Data Set,20000,Computer,200000,3/11/2020,No,2160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Ben-Gurion University of the Negev', 'Beersheba', 'Israel', 'ISR']]",2020,20-Mar,0,4000000000.0,"[['Dataset%20Access.txt', '258B'], ['data.zip', '5G']]",0,Deepfakes%3A+Medical+Image+Tamper+Detection,/00520/,00520,1,5000000000,5000000258,0.04829326345822228,6.176470050519077e-05,8.489633254958749e-05
116,405,default of credit card clients Data Set,30000,Business,24,1/26/2016,No,487247,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Tamkang University', 'New Taipei City', 'Taiwan', 'TWN']]",2016,16-Jan,4,720000.0,"[['default%20of%20credit%20card%20clients.xls', '5M']]",0,default+of+credit+card+clients,/00350/,00350,1,5000000,5000000,4.829326345822228e-05,9.264705075778617e-05,1.5281339858925748e-08
117,287,DeliciousMIL: A Data Set for Multi-Label Multi-Instance Learning with Instance Labels Data Set,12234,Computer,8519,10/27/2016,No,17999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universidad Nacional de Educacion a Distancia', 'Madrid', 'Spain', 'ESP'], ['Pennsylvania State University', 'State College, PA', 'United States', 'USA']]",2016,16-Oct,4,104221446.0,"[['DeliciousMIL.zip', '3M']]",0,DeliciousMIL%3A+A+Data+Set+for+Multi-Label+Multi-Instance+Learning+with+Instance+Labels,/00418/,00418,1,3000000,3000000,2.897595807493337e-05,3.77814672990252e-05,2.2120046346037187e-06
118,124,Demospongiae Data Set,503,Life,0,1/21/2010,Yes,55325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Artificial Intelligence Research Institute - CSIC', 'Barcelona', 'Spain', 'ESP'], ['Spanish National Research Council', 'Girona', 'Spain', 'ESP']]",2010,10-Jan,10,0.0,[],0,Demospongiae,/demospongiae,demospongia,1,0,0,0.0,1.5533822177055482e-06,0.0
119,487,Dermatology Data Set,366,Life,33,1/1/1998,Yes,222240,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR']]",1998,Jan-98,22,12078.0,"[['dermatology.data', '25K'], ['dermatology.names', '4K']]",1,Dermatology,/dermatology/,dermatology,1,25000,29000,2.414663172911114e-07,1.1302940192449912e-06,2.5634447613347944e-10
120,221,Detect Malacious Executable(AntiVirus) Data Set,373,Computer,513,3/3/2016,Yes,256103,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Mumbai', 'Mumbai', 'India', 'IND']]",2016,16-Mar,4,191349.0,"[['Dataset.rar', '12K']]",0,Detect+Malacious+Executable%28AntiVirus%29,/00355/,00355,1,12000,12000,1.1590383229973348e-07,1.1519116644218081e-06,4.061207084257754e-09
121,143,detection_of_IoT_botnet_attacks_N_BaIoT Data Set,7062606,Computer,115,3/19/2018,No,65524,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Ben-Gurion University of the Negev', 'Beersheba', 'Israel', 'ISR']]",2018,18-Mar,2,812199690.0,"[['N_BaIoT_dataset_description_v1.txt', '4K'], ['demonstrate_structure.csv', '1K']]",1,detection_of_IoT_botnet_attacks_N_BaIoT,/00442/,00442,1,4000,5000,3.8634610766577823e-08,0.02181098721880817,1.7238193744727967e-05
122,74,Devanagari Handwritten Character Dataset Data Set,92000,Computer,0,9/1/2016,No,27994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2016,16-Sep,4,0.0,"[['DevanagariHandwrittenCharacterDataset.zip', '76M']]",0,Devanagari+Handwritten+Character+Dataset,/00389/,00389,1,76000000,76000000,0.0007340576045649787,0.00028411762232387756,0.0
123,298,Dexter Data Set,2600,Other,20000,2/29/2008,No,103395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Dortmund', 'Dortmund', 'Germany', 'DEU'], ['University of California, Irvine', 'Irvine, CA', 'United States', 'USA'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2008,8-Feb,12,52000000.0,"[['Dataset.pdf', '442K'], ['dexter_valid.labels', '750B']]",0,Dexter,/dexter/,dexter,1,442000,442750,4.2691244897068496e-06,8.029411065674801e-06,1.1036523231446373e-06
124,274,Diabetes 130-US hospitals for years 1999-2008 Data Set,100000,Life,55,5/3/2014,Yes,313855,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA']]",2014,14-May,6,5500000.0,"[['dataset_diabetes.zip', '3M']]",0,Diabetes+130-US+hospitals+for+years+1999-2008,/00296/,00296,1,3000000,3000000,2.897595807493337e-05,0.0003088235025259539,1.167324572556828e-07
125,234,Diabetic Retinopathy Debrecen Data Set Data Set,1151,Life,20,11/3/2014,No,107541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Debrecen', 'Debrecen', 'Hungary', 'HUN']]",2014,14-Nov,6,23020.0,"[['messidor_features.arff', '114K']]",0,Diabetic+Retinopathy+Debrecen+Data+Set,/00329/,00329,1,114000,114000,1.101086406847468e-06,3.5545585140737294e-06,4.88578393822876e-10
126,419,Discrete Tone Image Dataset Data Set,71,Computer,11,1/20/2018,No,19755,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Pondicherry University', 'Kalapet', 'India', 'IND']]",2018,18-Jan,2,781.0,"[['Discrete_Tone_Images.rar', '24M']]",0,Discrete+Tone+Image+Dataset,/00431/,00431,1,24000000,24000000,0.00023180766459946696,2.1926468679342727e-07,1.6576008930306957e-11
127,414,Dishonest Internet users Dataset Data Set,322,Computer,5,3/20/2018,No,45114,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['University of Sannio', 'Benevento', 'Italy', 'ITA']]",2018,18-Mar,2,1610.0,"[['DataSet.zip', '9K']]",0,Dishonest+Internet+users+Dataset,/00453/,00453,1,9000,9000,8.692787422480011e-08,9.944116781335716e-07,3.4170773851208966e-11
128,1,Divorce Predictors data set Data Set,170,Life,54,7/24/2019,No,77119,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Haci Bektas Veli Nevsehir University', 'Nevsehir', 'Turkey', 'TUR']]",2019,19-Jul,1,9180.0,"[['divorce.rar', '32K']]",0,Divorce+Predictors+data+set,/00497/,00497,1,32000,32000,3.090768861326226e-07,5.249999542941216e-07,1.948370832013033e-10
129,76,Document Understanding Data Set,0,Other,0,11/1/1994,No,44459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Bari', 'Bari', 'Italy', 'ITA']]",1994,Nov-94,26,0.0,[],0,Document+Understanding,/document-understanding,document-understandin,1,0,0,0.0,0.0,0.0
130,293,Dodgers Loop Sensor Data Set,50400,Other,3,12/1/2006,Yes,74324,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2006,6-Dec,14,151200.0,"[['CalIt2.data', '218K'], ['CalIt2.events', '1K'], ['CalIt2.names', '1K'], ['Dodgers.data', '938K'], ['Dodgers.events', '4K'], ['Dodgers.names', '1K']]",1,Dodgers+Loop+Sensor,/event-detection/,event-detection,1,938000,1163000,9.0598162247625e-06,0.00015564704527308077,3.209081370374407e-09
131,127,Dorothea Data Set,1950,Life,100000,2/29/2008,No,109176,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['DuPont Pharmaceuticals Research Laboratories', 'Berkeley, CA', 'United States', 'USA'], ['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2008,8-Feb,12,195000000.0,"[['Dataset.pdf', '442K'], ['dorothea_valid.labels', '1016B']]",0,Dorothea,/dorothea/,dorothea,1,442000,443016,4.2691244897068496e-06,6.022058299256101e-06,4.13869621179239e-06
132,322,Dota2 Games Results Data Set,102944,Game,116,8/14/2016,No,99610,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Sydney', 'Sydney', 'Australia', 'AUS']]",2016,16-Aug,4,11941504.0,"[['dota2Dataset.zip', '1M']]",0,Dota2+Games+Results,/00367/,00367,1,1000000,1000000,9.658652691644457e-06,0.000317915266440318,2.534474736815573e-07
133,206,Dow Jones Index Data Set,750,Business,16,10/23/2014,No,211539,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,"[['University of Maryland', 'College Park, MD', 'United States', 'USA']]",2014,14-Oct,6,12000.0,"[['dow_jones_index.zip', '34K']]",0,Dow+Jones+Index,/00312/,00312,1,34000,34000,3.283941915159115e-07,2.316176268944654e-06,2.546889976487625e-10
134,212,Dresses_Attribute_Sales Data Set,501,Computer,13,2/19/2014,Yes,109679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Air University', 'Maxwell AFB, AL', 'United States', 'USA']]",2014,14-Feb,6,6513.0,"[['Dresses_Attribute_Sales.rar', '5M']]",0,Dresses_Attribute_Sales,/00289/,00289,1,5000000,5000000,4.829326345822228e-05,1.547205747655029e-06,1.3823245347386583e-10
135,151,DrivFace Data Set,606,Computer,6400,5/26/2016,No,35735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,"[['Universitat Autonoma de Barcelona', 'Barcelona', 'Spain', 'ESP']]",2016,16-May,4,3878400.0,"[['DrivFace.zip', '25M']]",0,DrivFace,/00378/,00378,1,25000000,25000000,0.0002414663172911114,1.8714704253072807e-06,8.231548404008003e-08
136,84,Drug consumption (quantified) Data Set,1885,Social,32,10/17/2016,No,128556,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR'], ['University of Leicester', 'Leicester', 'United Kingdom', 'GBR']]",2016,16-Oct,4,60320.0,"[['drug_consumption.data', '338K']]",1,Drug+consumption+%28quantified%29,/00373/,00373,1,338000,338000,3.264624609775826e-06,5.821323022614231e-06,1.2802366948477793e-09
137,448,Drug Review Dataset (Druglib.com) Data Set,4143,Other,8,10/2/2018,No,49706,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA'], ['Kansas State University', 'Manhattan, KS', 'United States', 'USA']]",2018,18-Oct,2,33144.0,"[['drugLib_raw.zip', '1M']]",0,Drug+Review+Dataset+%28Druglib.com%29,/00461/,00461,1,1000000,1000000,9.658652691644457e-06,1.279455770965027e-05,7.034510115058819e-10
138,89,Drug Review Dataset (Drugs.com) Data Set,215063,Life,6,10/4/2018,No,74826,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA'], ['Kansas State University', 'Manhattan, KS', 'United States', 'USA']]",2018,18-Oct,2,1290378.0,"[['drugsCom_raw.zip', '40M']]",0,Drug+Review+Dataset+%28Drugs.com%29,/00462/,00462,1,40000000,40000000,0.00038634610766577823,0.0006641650892373922,2.7387089950667902e-08
139,362,DSRC Vehicle Communications Data Set,10000,Computer,5,12/13/2017,No,30235,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA']]",2017,17-Dec,3,50000.0,"[['VANET%20dataset.zip', '32M']]",0,DSRC+Vehicle+Communications,/00415/,00415,1,32000000,32000000,0.0003090768861326226,3.088235025259539e-05,1.0612041568698437e-09
140,252,Dynamic Features of VirusShare Executables Data Set,107888,Computer,482,11/29/2017,No,29847,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,"[['Nanyang Technological University', 'Singapore', 'Singapore', 'SGP']]",2017,17-Nov,3,52002016.0,"[['dataset.zip', '4M']]",0,Dynamic+Features+of+VirusShare+Executables,/00413/,00413,1,4000000,4000000,3.8634610766577826e-05,0.00033318350040520113,1.1036951108962423e-06
141,300,E. Coli Genes Data Set,0,Life,0,7/14/2001,Yes,48095,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Wales Aberystwyth', 'Aberystwyth', 'United Kingdom', 'GBR']]",2001,1-Jul,19,0.0,"[['ecoli.data.html', '7K'], ['ecoli.html', '1K'], ['ecoli_data.pl.bz2', '28M'], ['ecoli_data.pl.gz', '47M'], ['ecoli_functions.pl.bz2', '53K'], ['ecoli_functions.pl.gz', '73K']]",0,E.+Coli+Genes,/ecoli-mld/,ecoli-mld,1,47000000,75134000,0.0004539566765072894,0.0,0.0
142,398,Echocardiogram Data Set,132,Life,12,2/28/1989,Yes,185027,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['Johns-Hopkins University', 'Baltimore, MD', 'United States', 'USA']]",1989,Feb-89,31,1584.0,"[['Index', '135B'], ['echocardiogram.data', '5K'], ['echocardiogram.names', '4K']]",1,Echocardiogram,/echocardiogram/,echocardiogram,1,5000,9135,4.829326345822228e-08,4.0764702333425913e-07,3.361894768963665e-11
143,142,Eco-hotel Data Set,401,Business,1,7/23/2017,No,37241,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,,2017,17-Jul,3,401.0,"[['dataset-CalheirosMoroRita-2017.csv', '110K']]",1,Eco-hotel,/00398/,00398,1,110000,110000,1.0624517960808902e-06,1.238382245129075e-06,8.510857338096146e-12
144,55,Ecoli Data Set,336,Life,8,9/1/1996,No,233225,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Osaka University', 'Osaka', 'Japan', 'JPN'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",1996,Sep-96,24,2688.0,"[['ecoli.data', '19K'], ['ecoli.names', '2K']]",1,Ecoli,/ecoli/,ecoli,1,19000,21000,1.8351440114124466e-07,1.037646968487205e-06,5.7050335473322794e-11
145,251,Educational Process Mining (EPM): A Learning Analytics Data Set Data Set,230318,Computer,13,9/24/2015,No,99191,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['Universite degli Studi di Genova', 'Genoa', 'Italy', 'ITA'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2015,15-Sep,5,2994134.0,"[['EPMDataset%20.zip', '4M']]",0,Educational+Process+Mining+%28EPM%29%3A+A+Learning+Analytics+Data+Set,/00346/,00346,1,4000000,4000000,3.8634610766577826e-05,0.0007112761145477265,6.354774894050665e-08
146,65,EEG Database Data Set,122,Life,4,10/13/1999,Yes,211042,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['State University of New York Health Center', 'Brooklyn, NY', 'United States', 'USA']]",1999,Oct-99,21,488.0,"[['SMNI_CMI_TEST.tar.gz', '37M'], ['SMNI_CMI_TRAIN.tar.gz', '36M'], ['alcoholic.gif', '58K'], ['control.gif', '70K'], ['eeg.data.html', '7K'], ['eeg.full.html', '8K'], ['eeg.html', '1K'], ['eeg_full.tar', '684M'], ['smni_eeg_data.tar.gz', '3M']]",0,EEG+Database,/eeg-mld/,eeg-mld,1,684000000,760144000,0.006606518441084808,3.767646730816638e-07,1.0357352571049674e-11
147,345,EEG Eye State Data Set,14980,Life,15,6/10/2013,No,121008,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Baden-Wuerttemberg Cooperative State University (DHBW)', 'Stuttgart', 'Germany', 'DEU']]",2013,13-Jun,7,224700.0,"[['EEG%20Eye%20State.arff', '1M']]",0,EEG+Eye+State,/00264/,00264,1,1000000,1000000,9.658652691644457e-06,4.62617606783879e-05,4.769051480973078e-09
148,107,EEG Steady-State Visual Evoked Potential Signals Data Set,9200,Life,16,7/13/2018,No,33481,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,"[['Autonomous University of Queretaro', 'Queretaro', 'Mexico', 'MEX']]",2018,18-Jul,2,147200.0,"[['BCI-SSVEP_Database_Aceves.zip', '37M']]",0,EEG+Steady-State+Visual+Evoked+Potential+Signals,/00457/,00457,1,37000000,37000000,0.0003573701495908449,2.841176223238776e-05,3.1241850378248198e-09
149,253,El Nino Data Set,178080,Physical,12,6/30/1999,Yes,99495,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,2,"[['Iowa State University', 'Ames, IA', 'United States', 'USA']]",1999,Jun-99,21,2136960.0,"[['el_nino.data.html', '9K'], ['el_nino.html', '1K'], ['elnino.col', '76B'], ['elnino.gz', '10K'], ['tao-all2.col', '92B'], ['tao-all2.dat.gz', '2M'], ['tao-all2.missing.gz', '58K']]",0,El+Nino,/el_nino-mld/,el_nino-mld,1,2000000,2078168,1.9317305383288913e-05,0.0005499528932982187,4.535501670129162e-08
150,421,Electrical Grid Stability Simulated Data  Data Set,10000,Physical,14,11/16/2018,No,44209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Karlsruhe Institute of Technology', 'Karlsruhe', 'Germany', 'DEU']]",2018,18-Nov,2,140000.0,"[['Data_for_UCI_named.csv', '2M']]",0,Electrical+Grid+Stability+Simulated+Data+,/00471/,00471,1,2000000,2000000,1.9317305383288913e-05,3.088235025259539e-05,2.971371639235562e-09
151,256,ElectricityLoadDiagrams20112014 Data Set,370,Computer,140256,3/13/2015,No,73895,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"[['Elergone Energia', 'Leça da Palmeira', 'Portugal', 'PRT']]",2015,15-Mar,5,51894720.0,"[['LD2011_2014.txt.zip', '249M']]",0,ElectricityLoadDiagrams20112014,/00321/,00321,1,249000000,249000000,0.0024050045202194696,1.1426469593460293e-06,1.1014178516719322e-06
152,115,EMG data for gestures Data Set,30000,Life,6,1/7/2019,No,48587,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universidad Complutense de Madrid', 'Madrid', 'Spain', 'ESP'], ['Lobachevsky State University of Nizhny Novgorod', 'Nizhny Novgorod', 'Russia', 'RUS']]",2019,19-Jan,1,180000.0,"[['EMG_data_for_gestures-master.zip', '16M']]",0,EMG+data+for+gestures,/00481/,00481,1,16000000,16000000,0.0001545384430663113,9.264705075778617e-05,3.820334964731437e-09
153,328,EMG dataset in Lower Limb Data Set,132,Computer,5,2/5/2014,No,49428,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,"[['University of Granada', 'Granada', 'Spain', 'ESP']]",2014,14-Feb,6,660.0,"[['SEMG_DB1.rar', '13M']]",0,EMG+dataset+in+Lower+Limb,/00278/,00278,1,13000000,13000000,0.00012556248499137794,4.0764702333425913e-07,1.4007894870681935e-11
154,387,EMG Physical Action Data Set Data Set,10000,Physical,8,7/27/2011,No,86140,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Essex', 'Colchester', 'United Kingdom', 'GBR']]",2011,11-Jul,9,80000.0,"[['EMG%20Physical%20Action%20Data%20Set.rar', '17M']]",0,EMG+Physical+Action+Data+Set,/00213/,00213,1,17000000,17000000,0.00016419709575795575,3.088235025259539e-05,1.6979266509917498e-09
155,235,Energy efficiency Data Set,768,Computer,8,11/30/2012,No,306615,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,2,"[['University of Oxford', 'Oxford', 'United Kingdom', 'GBR']]",2012,12-Nov,8,6144.0,"[['ENB2012_data.xlsx', '74K']]",0,Energy+efficiency,/00242/,00242,1,74000,74000,7.147402991816897e-07,2.371764499399326e-06,1.3040076679616638e-10
156,97,Entree Chicago Recommendation Data Data Set,50672,Other,0,3/9/2000,Yes,93464,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2000,Mar-00,20,0.0,"[['entree.data.html', '7K'], ['entree.html', '1K'], ['entree_data.tar.gz', '1M']]",0,Entree+Chicago+Recommendation+Data,/entree-mld/,entree-mld,1,1000000,1008000,9.658652691644457e-06,0.00015648704519995136,0.0
157,205,Epileptic Seizure Recognition Data Set,11500,Life,179,5/24/2017,No,110617,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2017,17-May,3,2058500.0,"[['data.csv', '7M']]",0,Epileptic+Seizure+Recognition,/00388/,00388,1,7000000,7000000,6.761056884151119e-05,3.5514702790484695e-05,4.368977513833146e-08
158,247,Exasens Data Set,399,Life,4,4/22/2020,Yes,2686,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,"[['Leibniz-institute for innovative microelectronics', 'Frankfurt', 'Germany', 'DEU'], ['Leibniz Health Technologies and German Center for Lung Research', 'Borstel', 'Germany', 'DEU']]",2020,20-Apr,0,1596.0,"[['Exasens.csv', '13K']]",1,Exasens,/00523/,00523,1,13000,13000,1.2556248499137793e-07,1.232205775078556e-06,3.387363668728541e-11
159,47,extention of Z-Alizadeh sani dataset Data Set,303,Life,59,11/17/2017,No,11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Deakin University', 'Victoria', 'Australia', 'AUS'], ['Iran University', 'Tehran', 'Iran', 'IRN']]",2017,17-Nov,3,17877.0,"[['extention%20of%20Z-Alizadeh%20sani%20dataset.xlsx', '128K']]",0,extention+of+Z-Alizadeh+sani+dataset,/00411/,00411,1,128000,128000,1.2363075445304904e-06,9.357352126536403e-07,3.794229342472439e-10
160,196,Facebook Comment Volume Dataset Data Set,40949,Other,54,3/11/2016,No,93028,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['Lovely Professional University', 'Phagwara', 'India', 'IND']]",2016,16-Mar,4,2211246.0,"[['Dataset.zip', '18M']]",0,Facebook+Comment+Volume+Dataset,/00363/,00363,1,18000000,18000000,0.0001738557484496002,0.00012646013604935286,4.6931668941236285e-08
161,407,Facebook Live Sellers in Thailand Data Set,7051,Business,12,4/22/2019,No,35267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,"[['Mahidol University International College', 'Salaya', 'Thailand', 'THA']]",2019,19-Apr,1,84612.0,"[['Live.csv', '553K']]",1,Facebook+Live+Sellers+in+Thailand,/00488/,00488,1,553000,553000,5.341234938479384e-06,2.177514516310501e-05,1.7958121224214242e-09
162,423,Facebook metrics Data Set,500,Business,19,8/5/2016,No,164993,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,,2016,16-Aug,4,9500.0,"[['Facebook_metrics.zip', '15K']]",0,Facebook+metrics,/00368/,00368,1,15000,15000,1.4487979037466683e-07,1.5441175126297696e-06,2.016287898052703e-10
