Unnamed: 0,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount
399,Internet Advertisements Data Set,3279,Computer,1558,7/1/1998,Yes,355927,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University College Dublin', 'Dublin', 'Ireland', 'IRL']]",1998,7-1998,22,5108682
400,Libras Movement Data Set,360,Other,91,8/17/2009,No,84958,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of S„o Paulo', 'Sao Paulo', 'Brazil', 'BRA']]",2009,8-2009,11,32760
401,Breast Cancer Wisconsin (Prognostic) Data Set,198,Life,34,12/1/1995,Yes,215797,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1995,12-1995,25,6732
402,"Hybrid Indoor Positioning Dataset from WiFi RSSI, Bluetooth and magnetometer Data Set",1540,Computer,65,12/18/2016,Yes,14791,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Miskolc', 'Miskolc', 'Hungary', 'HUN']]",2016,12-2016,4,100100
403,Climate Model Simulation Crashes Data Set,540,Physical,18,6/18/2013,No,85121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Massachusetts Institute of Technology', 'Boston, MA', 'United States', 'USA'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2013,6-2013,7,9720
404,Challenger USA Space Shuttle O-Ring Data Set,23,Physical,4,8/5/1993,No,140058,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of California, Los Angeles', 'Los Angeles, CA', 'United States', 'USA']]",1993,8-1993,27,92
405,default of credit card clients Data Set,30000,Business,24,1/26/2016,No,487247,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Tamkang University', 'New Taipei City', 'Taiwan', 'TWN']]",2016,1-2016,4,720000
406,Pittsburgh Bridges Data Set,108,Other,13,8/1/1990,Yes,102453,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1990,8-1990,30,1404
407,Facebook Live Sellers in Thailand Data Set,7051,Business,12,4/22/2019,No,35267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,"[['Mahidol University International College', 'Salaya', 'Thailand', 'THA']]",2019,4-2019,1,84612
409,Gas Sensor Array Drift Dataset at Different Concentrations Data Set,13910,Computer,129,10/23/2013,No,69948,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,"[['University of California, San Diego', 'San Diego, CA', 'United States', 'USA']]",2013,10-2013,7,1794390
410,Fertility Data Set,100,Life,10,1/17/2013,No,201449,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Alicante', 'Alicante', 'Spain', 'ESP']]",2013,1-2013,7,1000
411,ILPD (Indian Liver Patient Dataset) Data Set,583,Life,10,5/21/2012,No,133380,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Aditya Instutute of Technology and Management', 'Andhra Pradesh,  India', 'India', 'IND']]",2012,5-2012,8,5830
412,QSAR fish bioconcentration factor (BCF) Data Set,1056,Life,7,11/27/2019,No,5907,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['University of Milano', 'Milan', 'Italy', 'ITA']]",2019,11-2019,1,7392
414,Dishonest Internet users Dataset Data Set,322,Computer,5,3/20/2018,No,45114,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['University of Sannio', 'Benevento', 'Italy', 'ITA']]",2018,3-2018,2,1610
415,Anuran Calls (MFCCs) Data Set,7195,Life,22,2/24/2017,No,47396,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Universidade Federal do Amazonas', 'Manaus', 'Brazil', 'BRA']]",2017,2-2017,3,158290
416,Absenteeism at work Data Set,740,Business,21,4/5/2018,No,174579,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,1,2,"[['Universidade Nove de Julho', 'Sao Paulo', 'Brazil', 'BRA']]",2018,4-2018,2,15540
417,Function Finding Data Set,352,Physical,0,9/1/1990,No,54018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,"[['Rutgers University', 'New Brunswick, NJ', 'United States', 'USA']]",1990,9-1990,30,0
418,Mechanical Analysis Data Set,209,Computer,8,6/1/1990,No,99144,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of Torino', 'Torino', 'Italy', 'ITA']]",1990,6-1990,30,1672
419,Discrete Tone Image Dataset Data Set,71,Computer,11,1/20/2018,No,19755,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Pondicherry University', 'Kalapet', 'India', 'IND']]",2018,1-2018,2,781
420,ICMLA 2014 Accepted Papers Data Set Data Set,105,Other,5,2/19/2018,No,15332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Universidad San Francisco de Quito', 'Quito', 'Ecuador', 'ECU']]",2018,2-2018,2,525
421,Electrical Grid Stability Simulated Data  Data Set,10000,Physical,14,11/16/2018,No,44209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Karlsruhe Institute of Technology', 'Karlsruhe', 'Germany', 'DEU']]",2018,11-2018,2,140000
422,SCADI Data Set,70,Life,206,4/14/2018,No,29373,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Iran University', 'Tehran', 'Iran', 'IRN']]",2018,4-2018,2,14420
423,Facebook metrics Data Set,500,Business,19,8/5/2016,No,164993,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,,2016,8-2016,4,9500
424,Folio Data Set,637,Other,20,7/5/2015,Yes,58783,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['University of Mauritius', 'Moka', 'Mauritius', 'MUS']]",2015,7-2015,5,12740
425,CNAE-9 Data Set,1080,Business,857,8/3/2012,No,65396,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Federal University of Espirito Santo', 'VitÛria', 'Brazil', 'BRA']]",2012,8-2012,8,925560
426,Miskolc IIS Hybrid IPS Data Set,1540,Computer,67,7/4/2016,Yes,13341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,"[['University of Miskolc', 'Miskolc', 'Hungary', 'HUN']]",2016,7-2016,4,103180
427,APS Failure at Scania Trucks Data Set,60000,Computer,171,12/8/2017,Yes,55762,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Stockholm University', 'Stockholm', 'Sweden', 'SWE']]",2017,12-2017,3,10260000
428,Metro Interstate Traffic Volume Data Set,48204,Other,9,5/7/2019,No,43754,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,,2019,5-2019,1,433836
429,Legal Case Reports Data Set,0,Other,0,10/19/2012,No,88204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",2012,10-2012,8,0
430,Wall-Following Robot Navigation Data Data Set,5456,Computer,24,8/4/2010,No,62588,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Federal University of Cear·', 'Fortaleza', 'Brazil', 'BRA']]",2010,8-2010,10,130944
431,Waveform Database Generator (Version 2) Data Set,5000,Physical,40,11/10/1988,No,60447,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Wadsworth International Group', 'Belmont, CA', 'United States', 'USA']]",1988,11-1988,32,200000
432,Mushroom Data Set,8124,Life,22,4/27/1987,Yes,546738,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1987,4-1987,33,178728
433,Cardiotocography Data Set,2126,Life,23,9/7/2010,No,168353,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",2010,9-2010,10,48898
434,SGEMM GPU kernel performance Data Set,241600,Computer,18,2/27/2018,No,26042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Zurich', 'Zurich', 'Switzerland', 'CHE']]",2018,2-2018,2,4348800
435,Haberman's Survival Data Set,306,Life,3,3/4/1999,No,211780,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA'], ['University of Wisconsin', 'Madison, WI', 'United States', 'USA']]",1999,3-1999,21,918
436,Badges Data Set,294,Other,1,9/1/1994,No,116715,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Rutgers University', 'New Brunswick, NJ', 'United States', 'USA']]",1994,9-1994,26,294
437,News Popularity in Multiple Social Media Platforms Data Set,93239,Computer,11,2/20/2018,No,56516,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",2018,2-2018,2,1025629
438,FMA: A Dataset For Music Analysis Data Set,106574,Computer,518,5/24/2017,No,84832,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,2017,5-2017,3,55205332
439,BlogFeedback Data Set,60021,Social,281,5/29/2014,No,96744,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['Budapest University of Technology and Economics', 'Budapest', 'Hungary', 'HUN']]",2014,5-2014,6,16865901
440,AAAI 2013 Accepted Papers Data Set,150,Computer,5,7/30/2014,No,56703,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,"[['Northeastern University', 'Boston, MA', 'United States', 'USA']]",2014,7-2014,6,750
441,Online News Popularity Data Set,39797,Business,61,5/31/2015,No,294019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,2,"[['University of Minho', 'Minho', 'Portugal', 'PRT'], ['University of Porto', 'Porto', 'Portugal', 'PRT']]",2015,5-2015,5,2427617
442,Cloud Data Set,1024,Physical,10,8/3/1989,No,131424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,"[['California Space Institute', 'La Jolla, CA', 'United States', 'USA']]",1989,8-1989,31,10240
444,Corel Image Features Data Set,68040,Other,89,7/1/1999,No,86755,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1999,7-1999,21,6055560
445,Anonymous Microsoft Web Data Data Set,37711,Computer,294,11/1/1998,No,180504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"[['Microsoft Research', 'Redmond, WA', 'United States', 'USA']]",1998,11-1998,22,11087034
446,Geo-Magnetic field and WLAN dataset for indoor localisation from wristband and smartphone Data Set,153540,Computer,25,1/10/2017,No,31865,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['University of Pisa', 'Pisa', 'Italy', 'ITA']]",2017,1-2017,3,3838500
447,Labor Relations Data Set,57,Social,16,11/1/1988,No,78116,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Ottawa', 'Ottawa', 'Canada', 'CAN']]",1988,11-1988,32,912
448,Drug Review Dataset (Druglib.com) Data Set,4143,Other,8,10/2/2018,No,49706,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,"[['University of Kansas', 'Kansas City, KS', 'United States', 'USA'], ['Kansas State University', 'Manhattan, KS', 'United States', 'USA']]",2018,10-2018,2,33144
449,Student Loan Relational Data Set,1000,Social,0,1/1/1993,No,67873,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1993,1-1993,27,0
450,Activity Recognition system based on Multisensor data fusion (AReM) Data Set,42240,Computer,6,5/18/2016,No,62222,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Pisa', 'Pisa', 'Italy', 'ITA']]",2016,5-2016,4,253440
451,Online Video Characteristics and Transcoding Time Dataset Data Set,168286,Computer,11,5/19/2015,No,43002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['≈bo Akademi', 'Turku', 'Finland', 'FIN']]",2015,5-2015,5,1851146
452,Human Activity Recognition Using Smartphones Data Set,10299,Computer,561,12/10/2012,No,1010043,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Universite degli Studi di Genova', 'Genoa', 'Italy', 'ITA'], ['Universitat Politecnica de Catalunya', 'Barcelona', 'Spain', 'ESP'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2012,12-2012,8,5777739
453,Autistic Spectrum Disorder Screening Data for Children   Data Set,292,Life,21,12/24/2017,Yes,43408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Manukau Institute of Technology', 'Auckland', 'New Zealand', 'NZL']]",2017,12-2017,3,6132
454,IPUMS Census Database Data Set,256932,Social,61,11/9/1999,No,41282,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1999,11-1999,21,15672852
455,Gisette Data Set,13500,Computer,5000,2/29/2008,No,117652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2008,2-2008,12,67500000
456,Iris Data Set,150,Life,4,7/1/1988,No,3438990,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['NASA', 'Washington, DC', 'United States', 'USA']]",1988,7-1988,32,600
457,Computer Hardware Data Set,209,Computer,9,10/1/1987,No,308218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1987,10-1987,33,1881
458,PubChem Bioassay Data Data Set,0,Life,0,3/29/2011,No,38752,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Bournemouth University', 'Dorset', 'United Kingdom', 'GBR']]",2011,3-2011,9,0
459,AAAI 2014 Accepted Papers Data Set,399,Computer,6,7/30/2014,No,53924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,"[['Northeastern University', 'Boston, MA', 'United States', 'USA']]",2014,7-2014,6,2394
460,Coil 1999 Competition Data Data Set,340,Physical,17,9/9/1999,No,50547,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,"[['Technical University Clausthal', 'Clausthal-Zellerfeld', 'Germany', 'DEU']]",1999,9-1999,21,5780
461,Statlog (Landsat Satellite) Data Set,6435,Physical,36,2/13/1993,No,133621,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['NASA', 'Washington, DC', 'United States', 'USA'], ['Strathclyde University', 'Glasgow', 'United Kingdom', 'GBR'], ['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",1993,2-1993,27,231660
462,News Aggregator Data Set,422937,Other,5,2/28/2016,No,87843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,"[['Roma Tre University', 'Rome', 'Italy', 'ITA']]",2016,2-2016,4,2114685
463,Statlog Project Data Set,0,Other,0,10/1/1992,No,47497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['Strathclyde University', 'Glasgow', 'United Kingdom', 'GBR']]",1992,10-1992,28,0
464,PEMS-SF Data Set,440,Computer,138672,5/22/2011,No,69620,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Kyoto University', 'Kyoto', 'Japan', 'JPN'], ['California Department of Transportation', 'Los Angeles, CA', 'United States', 'USA']]",2011,5-2011,9,61015680
465,KEGG Metabolic Reaction Network (Undirected) Data Set,65554,Life,29,11/28/2011,Yes,53800,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Mohammad Ali Jinnah University', 'Islamabad', 'Pakistan', 'PAK'], ['Pir Mehr Ali Shah Arid Agriculture University Rawalpinid', 'Rawalpindi', 'Pakistan', 'PAK']]",2011,11-2011,9,1901066
466,Auto MPG Data Set,398,Other,8,7/7/1993,Yes,562317,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,2,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1993,7-1993,27,3184
467,Indoor User Movement Prediction from RSS data Data Set,13197,Computer,4,2/4/2016,No,62798,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Pisa', 'Pisa', 'Italy', 'ITA']]",2016,2-2016,4,52788
468,Gas sensor array temperature modulation Data Set,4095000,Computer,20,4/15/2019,No,20825,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Institute of Bioengineering of Catalonia (IBEC)', 'Barcelona', 'Spain', 'ESP']]",2019,4-2019,1,81900000
469,Appliances energy prediction Data Set,19735,Computer,29,2/15/2017,No,121897,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Mons', 'Mons', 'Belgium', 'BEL']]",2017,2-2017,3,572315
470,Mice Protein Expression Data Set,1080,Life,82,8/4/2015,Yes,79082,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Universidad Complutense de Madrid', 'Madrid', 'Spain', 'ESP'], ['Polish Academy of Sciences', 'Warszawa', 'Poland', 'POL']]",2015,8-2015,5,88560
471,Parkinson Dataset with replicated acoustic features  Data Set,240,Life,46,4/10/2019,No,19851,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Universidad de Extremadura', 'Badajoz', 'Spain', 'ESP']]",2019,4-2019,1,11040
472,ser Knowledge Modeling Data (Students' Knowledge Levels on DC Electrical Machines) Data Set,403,Computer,5,6/20/2013,No,37684,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Karadeniz Technical University', 'Trabzon', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR']]",2013,6-2013,7,2015
473,Farm Ads Data Set,4143,Business,54877,10/18/2011,No,74326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Rutgers University', 'New Brunswick, NJ', 'United States', 'USA']]",2011,10-2011,9,227355411
474,Buzz in social media  Data Set,140000,Computer,77,5/27/2013,No,157268,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,2,"[[""Laboratoire d'Informatique de Grenoble"", 'Grenoble', 'France', 'FRA']]",2013,5-2013,7,10780000
475,Amazon Access Samples Data Set,30000,Business,20000,9/13/2011,No,205596,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,"[['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",2011,9-2011,9,600000000
476,Breast Tissue Data Set,106,Life,10,5/10/2010,No,125419,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",2010,5-2010,10,1060
477,Immunotherapy Dataset Data Set,90,Life,8,1/4/2018,No,49477,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Deakin University', 'Victoria', 'Australia', 'AUS']]",2018,1-2018,2,720
478,Opinosis Opinion ‚ÅÑ Review Data Set,51,Computer,0,7/6/2010,No,49236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Illinois Urbana-Champaign', 'Champaign, IL', 'United States', 'USA']]",2010,7-2010,10,0
480,Plants Data Set,22632,Life,70,12/31/2008,Yes,191947,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"[['University of Helsinki', 'Helsinki', 'Finland', 'FIN']]",2008,12-2008,12,1584240
481,Car Evaluation Data Set,1728,Other,6,6/1/1997,No,1212646,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Jozef Stefan Institute', 'Ljubljana', 'Slovenia', 'SVN']]",1997,6-1997,23,10368
482,Gastrointestinal Lesions in Regular Colonoscopy Data Set,76,Computer,698,10/15/2016,No,17677,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Alcal· University', 'Alcal· de Henares', 'Spain', 'ESP']]",2016,10-2016,4,53048
483,Machine Learning based ZZAlpha Ltd. Stock Recommendations 2012-2014 Data Set,314080,Business,0,6/6/2015,Yes,51645,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['ZZAlpha Ltd.', 'Tucson, AZ', 'United States', 'USA']]",2015,6-2015,5,0
484,UJI Pen Characters (Version 2) Data Set,11640,Computer,0,1/22/2009,No,65185,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universitat Jaume I', 'Valencia', 'Spain', 'ESP']]",2009,1-2009,11,0
485,MONK's Problems Data Set,432,Other,7,10/1/1992,No,211055,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1992,10-1992,28,3024
486,Musk (Version 2) Data Set,6598,Physical,168,9/12/1994,No,72150,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Oregon State University', 'Corvallis, OR', 'United States', 'USA'], ['Arris Pharmaceutical Corporation', 'San Francisco, CA', 'United States', 'USA']]",1994,9-1994,26,1108464
487,Dermatology Data Set,366,Life,33,1/1/1998,Yes,222240,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR']]",1998,1-1998,22,12078
488,Chess (King-Rook vs. King) Data Set,28056,Game,6,6/1/1994,No,126843,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Sydney', 'Sydney', 'Australia', 'AUS'], ['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",1994,6-1994,26,168336
490,Automobile Data Set,205,Other,26,5/19/1987,Yes,524634,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,1,0,0,0,0,0,0,3,"[['Carnegie-Mellon University', 'Pittsburgh, PA', 'United States', 'USA']]",1987,5-1987,33,5330
491,Somerville Happiness Survey Data Set,143,Life,7,5/24/2018,No,18565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,2018,5-2018,2,1001
492,Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL) Data Set,5744,Computer,561,3/9/2016,No,48257,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2016,3-2016,4,3222384
493,PPG-DaLiA Data Set,8300000,Computer,11,7/30/2019,No,17754,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Robert Bosch GmbH', 'Gerlingen', 'Germany', 'DEU']]",2019,7-2019,1,91300000
494,Parkinsons Data Set,197,Life,23,6/26/2008,No,264327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Oxford', 'Oxford', 'United Kingdom', 'GBR']]",2008,6-2008,12,4531
495,KDD Cup 1999 Data Data Set,4000000,Computer,42,1/1/1999,No,155954,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,,1999,1-1999,21,168000000
